Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering,subject
Child,Child,,6,11,17,6,11,17,8,0.290547,0.306988,822.509123,9,1,6,0.061905,12
Convention_on_the_Rights_of_the_Child,Convention_on_the_Rights_of_the_Child,,4,7,11,4,7,11,7,0.302876,0.321883,416.643383,9,1,6,0.305556,7
Chiltern_Hills,Chiltern_Hills,,1,5,6,1,5,6,8,0.282491,0.297422,43.433212,0,1,106,0.2,5
Dunstable_Downs,Dunstable_Downs,,1,4,5,1,4,5,8,0.282687,0.298456,27.519755,0,1,106,0.416667,5
Sun_Yat-sen,Sun_Yat-sen,,9,38,47,9,38,47,6,0.340072,0.365803,1650.602585,8,1,6,0.200846,11
Chinese_Rites_controversy,Chinese_Rites_controversy,,0,11,11,0,11,11,7,0.298249,0.315435,0,8,1,107,0.245455,14
Chinyingi,Chinyingi,,1,5,6,1,5,6,8,0.284332,0.29923,2.199647,5,1,6,0.35,5
J._S._Fry_%26_Sons,J._S._Fry_%26_Sons,,1,4,5,1,4,5,7,0.283477,0.297194,29.610817,11,1,6,0.25,10
The_Count_of_Monte_Cristo,The_Count_of_Monte_Cristo,,2,20,22,2,20,22,7,0.313704,0.334423,147.970803,9,1,6,0.161905,3
Chris_Evert,Chris_Evert,,6,15,21,6,15,21,7,0.31199,0.331227,6478.001104,12,1,6,0.309524,11
Fed_Cup,Fed_Cup,,3,39,42,3,39,42,6,0.337075,0.364019,270.495744,12,1,6,0.22439,4
Martina_Navratilova,Martina_Navratilova,,4,14,18,4,14,18,7,0.30472,0.323821,267.925182,12,1,6,0.302198,11
WTA_Tour_Championships,WTA_Tour_Championships,,1,11,12,1,11,12,7,0.310842,0.330296,26.434143,3,1,6,0.354545,4
Firearm,Firearm,,14,15,29,14,15,29,7,0.318911,0.339492,1175.891579,10,1,6,0.091168,0
Jake_Gyllenhaal,Jake_Gyllenhaal,,3,21,24,3,21,24,7,0.326225,0.348329,5041.919735,3,1,6,0.092885,11
Pac-Man,Pac-Man,,6,23,29,6,23,29,7,0.316151,0.336722,6522.199456,13,1,6,0.071429,4
Treasure_Island,Treasure_Island,,4,17,21,4,17,21,7,0.313123,0.332637,560.920494,0,1,6,0.084211,3
Oswald_of_Northumbria,Oswald_of_Northumbria,,4,14,18,4,14,18,7,0.287253,0.303542,224.242783,0,1,6,0.195238,0
Cultural_identity,Cultural_identity,,7,5,12,7,5,12,8,0.273328,0.286263,193.307828,9,1,6,0.218182,7
Sonic_the_Hedgehog_%28character%29,Sonic_the_Hedgehog_%28character%29,,2,25,27,2,25,27,7,0.328073,0.348919,2621.302065,13,1,6,0.091667,4
Strait_of_Malacca,Strait_of_Malacca,,4,20,24,4,20,24,7,0.31351,0.335529,101.232822,8,1,6,0.257143,5
Chromatic_aberration,Chromatic_aberration,,3,4,7,3,4,7,8,0.263076,0.275331,66.364307,7,1,6,0.266667,12
Cicely,Cicely,,0,9,9,0,9,9,7,0.300081,0.31756,0,11,1,108,0.319444,12
Poetry_of_the_United_States,Poetry_of_the_United_States,,7,33,40,7,33,40,7,0.333388,0.35894,16576.716407,4,1,6,0.165546,3
The_Godfather,The_Godfather,,7,22,29,7,22,29,7,0.326567,0.349569,3090.456106,13,1,6,0.22,4
The_Shawshank_Redemption,The_Shawshank_Redemption,,2,7,9,2,7,9,7,0.284332,0.298681,106.545488,13,1,6,0.097222,4
Community,Community,,11,35,46,11,35,46,6,0.337833,0.36272,7205.028376,9,1,6,0.108879,7
Juice,Juice,,8,11,19,8,11,19,7,0.31163,0.331067,889.469357,11,1,6,0.124183,4
Kaffir_lime,Kaffir_lime,,1,11,12,1,11,12,8,0.296215,0.313439,19.830043,2,1,6,0.181818,12
Patna,Patna,,4,23,27,4,23,27,7,0.319691,0.340907,501.328801,8,1,6,0.121538,5
Derby,Derby,,10,31,41,10,31,41,7,0.332023,0.356753,2126.300417,0,1,6,0.142959,5
Salford,Salford,,5,11,16,5,11,16,7,0.310961,0.331921,124.440675,0,1,6,0.236264,5
Civil_War_token,Civil_War_token,,0,8,8,0,8,8,7,0.303268,0.320942,0,7,1,109,0.25,0
Social_capital,Social_capital,,4,9,13,4,9,13,7,0.285875,0.300787,107.495658,9,1,6,0.1,7
Henry_Moore,Henry_Moore,,5,21,26,5,21,26,7,0.315732,0.336602,995.51496,0,1,6,0.116601,11
Jordan_River,Jordan_River,,12,20,32,12,20,32,7,0.312423,0.333328,1275.386213,1,1,6,0.225,5
Olmec,Olmec,,7,14,21,7,14,21,7,0.30299,0.321178,780.279056,6,1,6,0.163399,0
Oppression,Oppression,,5,3,8,5,3,8,8,0.258513,0.26976,39.42191,9,1,6,0.089286,7
Macintosh,Macintosh,,18,16,34,18,16,34,7,0.286158,0.302726,3621.243123,13,1,6,0.08867,1
John_Constable,John_Constable,,14,6,20,14,6,20,7,0.290985,0.306994,636.303267,4,1,6,0.176471,11
Laurence_Olivier,Laurence_Olivier,,15,16,31,15,16,31,7,0.306402,0.325362,8925.484305,0,1,6,0.088768,11
Cleopatra_VII_of_Egypt,Cleopatra_VII_of_Egypt,,0,19,19,0,19,19,7,0.303729,0.322903,0,1,1,110,0.225146,11
North_Atlantic_oscillation,North_Atlantic_oscillation,,1,13,14,1,13,14,7,0.304263,0.322543,29.836574,7,1,6,0.142857,5
Retreat_of_glaciers_since_1850,Retreat_of_glaciers_since_1850,,10,53,63,10,53,63,7,0.338228,0.366846,6545.70734,8,1,6,0.126599,5
Norwich,Norwich,,15,46,61,15,46,61,6,0.346822,0.375243,4126.466803,0,1,6,0.110902,5
Clone_Wars_%28Star_Wars%29,Clone_Wars_%28Star_Wars%29,,4,14,18,4,14,18,7,0.314166,0.333646,588.974537,13,1,6,0.159341,4
Darth_Vader,Darth_Vader,,6,14,20,6,14,20,7,0.297563,0.313806,761.669521,13,1,6,0.195238,4
Obi-Wan_Kenobi,Obi-Wan_Kenobi,,3,13,16,3,13,16,7,0.305616,0.323825,243.113824,13,1,6,0.115385,4
Coal_Tit,Coal_Tit,,0,15,15,0,15,15,7,0.308934,0.329297,0,2,1,111,0.228571,12
Cockatiel,Cockatiel,,2,8,10,2,8,10,7,0.293619,0.309297,47.082045,2,1,6,0.188889,12
Coconut_oil,Coconut_oil,,5,3,8,5,3,8,8,0.26962,0.281946,117.440277,11,1,6,0.166667,4
New_moon,New_moon,,4,5,9,4,5,9,7,0.292286,0.308586,137.050627,7,1,6,0.190476,12
Omega-3_fatty_acid,Omega-3_fatty_acid,,7,16,23,7,16,23,7,0.310866,0.330012,2112.295253,11,1,6,0.073684,12
Colditz_Castle,Colditz_Castle,,0,68,68,0,68,68,6,0.359574,0.389645,0,10,1,113,0.128622,0
Mauthausen-Gusen_concentration_camp,Mauthausen-Gusen_concentration_camp,,2,9,11,2,9,11,7,0.293428,0.310826,4.591679,10,1,6,0.427273,0
The_Importance_of_Being_Earnest,The_Importance_of_Being_Earnest,,1,4,5,1,4,5,7,0.291958,0.308698,0.245683,0,1,112,0.4,3
Colima_%28volcano%29,Colima_%28volcano%29,,2,4,6,2,4,6,7,0.285152,0.299496,8.018157,6,1,6,0.4,5
Collapse_of_the_World_Trade_Center,Collapse_of_the_World_Trade_Center,,1,4,5,1,4,5,7,0.278625,0.291664,10.926881,3,1,6,0.416667,0
Stage_%28theatre%29,Stage_%28theatre%29,,4,11,15,4,11,15,7,0.300497,0.31839,5550.187404,13,1,6,0.164835,3
The_Relapse,The_Relapse,,5,10,15,5,10,15,7,0.27442,0.288394,1923.323005,0,1,6,0.172727,3
Theatre_Royal%2C_Drury_Lane,Theatre_Royal%2C_Drury_Lane,,10,16,26,10,16,26,7,0.306008,0.324425,3948.107773,0,1,6,0.114286,3
Federated_States_of_Micronesia,Federated_States_of_Micronesia,,15,24,39,15,24,39,7,0.325361,0.349302,2842.878698,5,1,6,0.3125,5
Hoover_Dam,Hoover_Dam,,8,16,24,8,16,24,7,0.313244,0.332818,711.817214,3,1,6,0.146199,8
Lake_Mead,Lake_Mead,,8,4,12,8,4,12,7,0.291613,0.307802,135.146019,3,1,6,0.3,5
Lake_Powell,Lake_Powell,,4,6,10,4,6,10,7,0.279567,0.293184,269.67937,3,1,6,0.044444,5
Colossus_of_Rhodes,Colossus_of_Rhodes,,1,8,9,1,8,9,7,0.292286,0.309039,32.379941,1,1,6,0.152778,8
Missouri_River,Missouri_River,,15,22,37,15,22,37,7,0.326514,0.350107,2287.063617,3,1,6,0.189516,5
Doom,Doom,,5,19,24,5,19,24,7,0.311057,0.330037,10487.925037,13,1,6,0.139474,4
Deconstructivism,Deconstructivism,,2,11,13,2,11,13,7,0.292729,0.309969,228.12686,10,1,6,0.145455,8
Comet_Hale-Bopp,Comet_Hale-Bopp,,3,26,29,3,26,29,7,0.319918,0.341379,5216.78849,7,1,6,0.183077,12
Comet_Hyakutake,Comet_Hyakutake,,4,22,26,4,22,26,7,0.309065,0.329459,5342.479681,7,1,6,0.268775,12
Great_comet,Great_comet,,3,6,9,3,6,9,8,0.26622,0.278708,4600.005084,7,1,6,0.433333,12
Eilmer_of_Malmesbury,Eilmer_of_Malmesbury,,2,4,6,2,4,6,7,0.280069,0.294115,19.674903,0,1,6,0.166667,11
Mir,Mir,,11,17,28,11,17,28,7,0.319867,0.340068,1351.137035,3,1,6,0.141538,12
Space_Shuttle_Challenger_disaster,Space_Shuttle_Challenger_disaster,,12,12,24,12,12,24,7,0.293768,0.30958,1013.123319,3,1,6,0.091503,12
Comet_White-Ortiz-Bolelli,Comet_White-Ortiz-Bolelli,,0,10,10,0,10,10,7,0.305323,0.323538,0,7,1,114,0.277778,12
Comics,Comics,,6,25,31,6,25,31,7,0.330023,0.352769,2472.580365,13,1,6,0.095402,4
The_Beano,The_Beano,,4,7,11,4,7,11,7,0.298747,0.315079,101.912966,0,1,6,0.222222,4
The_Dandy,The_Dandy,,3,9,12,3,9,12,7,0.307121,0.326115,201.235044,0,1,6,0.155556,4
Comma_Johanneum,Comma_Johanneum,,1,18,19,1,18,19,7,0.312423,0.333464,94.295346,9,1,6,0.173203,14
Common_Basilisk,Common_Basilisk,,0,11,11,0,11,11,8,0.286633,0.302233,0,2,1,115,0.409091,12
Common_Cuckoo,Common_Cuckoo,,3,16,19,3,16,19,7,0.31089,0.331803,6159.678848,2,1,6,0.261029,12
Dunnock,Dunnock,,3,11,14,3,11,14,7,0.299409,0.316401,44.420264,2,1,6,0.365385,12
Common_Eider,Common_Eider,,0,11,11,0,11,11,7,0.296613,0.31346,0,2,1,116,0.218182,12
Common_Hazel,Common_Hazel,,1,28,29,1,28,29,7,0.337833,0.362171,57.269869,11,1,6,0.112069,12
Common_Pheasant,Common_Pheasant,,0,13,13,0,13,13,7,0.318189,0.336817,0,2,1,117,0.24359,4
Common_agouti,Common_agouti,,0,6,6,0,6,6,8,0.277531,0.291411,0,2,1,118,0.3,12
Squash_%28sport%29,Squash_%28sport%29,,9,9,18,9,9,18,7,0.319414,0.339809,5009.815215,0,1,6,0.110294,4
Tuvalu,Tuvalu,,26,29,55,26,29,55,7,0.33358,0.358258,1175.655891,5,1,6,0.229592,5
Robert_Owen,Robert_Owen,,6,16,22,6,16,22,6,0.319615,0.340548,521.677646,0,1,6,0.128947,11
Local_community,Local_community,,1,0,1,1,0,1,0,0,0,0,9,1,2,0,7
Oviraptor,Oviraptor,,4,18,22,4,18,22,8,0.296605,0.313482,1015.295657,2,1,6,0.327485,12
Schr%C3%B6dinger_equation,Schr%C3%B6dinger_equation,,14,9,23,14,9,23,8,0.279721,0.294611,1440.941002,7,1,6,0.223684,12
GNOME,GNOME,,11,11,22,11,11,22,7,0.261683,0.273785,5901.092385,13,1,6,0.215686,1
History_of_computing_hardware,History_of_computing_hardware,,2,28,30,2,28,30,7,0.318786,0.340958,1053.321877,9,1,6,0.102217,0
Python_%28programming_language%29,Python_%28programming_language%29,,2,9,11,2,9,11,7,0.278052,0.292329,743.728795,13,1,6,0.236364,1
Trigonometry,Trigonometry,,12,31,43,12,31,43,7,0.31223,0.333451,3113.690695,9,1,6,0.109615,6
Nintendo_Entertainment_System,Nintendo_Entertainment_System,,17,15,32,17,15,32,7,0.317986,0.339423,1774.908107,13,1,6,0.147126,4
Rosa_Parks,Rosa_Parks,,3,20,23,3,20,23,7,0.315486,0.336822,209.304655,3,1,6,0.223684,11
Conflict,Conflict,,5,11,16,5,11,16,7,0.297651,0.316674,271.247585,9,1,6,0.091667,7
Three_Gorges_Dam,Three_Gorges_Dam,,4,15,19,4,15,19,7,0.299697,0.31814,722.830452,8,1,6,0.124183,8
Constantine_II_of_Scotland,Constantine_II_of_Scotland,,3,9,12,3,9,12,7,0.287395,0.303055,37.529039,0,1,6,0.151515,0
Constitution_of_May_3%2C_1791,Constitution_of_May_3%2C_1791,,2,25,27,2,25,27,7,0.320906,0.343772,155.255873,10,1,6,0.196923,7
History_of_democracy,History_of_democracy,,3,44,47,3,44,47,7,0.330993,0.357481,300.709619,1,1,6,0.088406,7
El_Lissitzky,El_Lissitzky,,2,38,40,2,38,40,7,0.330372,0.356188,363.815103,10,1,6,0.203779,11
Consumer_protection,Consumer_protection,,2,8,10,2,8,10,7,0.309182,0.328031,91.524879,9,1,6,0.266667,7
Contact_lens,Contact_lens,,4,21,25,4,21,25,7,0.322258,0.343223,6076.113216,11,1,6,0.110672,8
Eyelid,Eyelid,,3,2,5,3,2,5,8,0.235001,0.244001,3.49539,11,1,6,0.583333,12
Fusarium,Fusarium,,1,2,3,1,2,3,8,0.237855,0.246664,2.396935,11,1,6,0.333333,12
Igneous_rock,Igneous_rock,,13,29,42,13,29,42,7,0.309371,0.330292,2517.167786,7,1,6,0.194872,5
Control_car_%28rail%29,Control_car_%28rail%29,,0,11,11,0,11,11,7,0.312091,0.331396,0,3,1,119,0.354545,8
Convention_on_the_International_Trade_in_Endangered_Species_of_Wild_Flora_and_Fauna,Convention_on_the_International_Trade_in_Endangered_Species_of_Wild_Flora_and_Fauna,,3,4,7,3,4,7,7,0.276083,0.288663,25.723335,2,1,6,0.02381,7
International_human_rights_instruments,International_human_rights_instruments,,2,3,5,2,3,5,7,0.2783,0.292367,6.772954,9,1,6,0.666667,7
Hafnium,Hafnium,,9,38,47,9,38,47,7,0.310675,0.333384,1291.280814,7,1,6,0.30027,12
Copenhagen_Fire_of_1728,Copenhagen_Fire_of_1728,,0,7,7,0,7,7,7,0.291182,0.305906,0,10,1,120,0.261905,0
Great_Cormorant,Great_Cormorant,,2,20,22,2,20,22,7,0.323389,0.345195,267.286071,2,1,6,0.209524,12
Corn_oil,Corn_oil,,3,5,8,3,5,8,8,0.272026,0.285137,60.67226,11,1,6,0.214286,4
Crash_test_dummy,Crash_test_dummy,,1,16,17,1,16,17,7,0.305248,0.323794,58.504555,2,1,6,0.055147,8
PONG,PONG,,6,3,9,6,3,9,7,0.300408,0.317374,573.699621,13,1,6,0.111111,4
The_West_Wing_%28TV_series%29,The_West_Wing_%28TV_series%29,,7,54,61,7,54,61,7,0.34423,0.373151,994.562945,3,1,6,0.118352,4
Coronation_Street,Coronation_Street,,11,23,34,11,23,34,7,0.322258,0.344354,1120.842112,0,1,6,0.175269,4
Corporate_finance,Corporate_finance,,3,10,13,3,10,13,7,0.311271,0.329525,5887.750106,9,1,6,0.190909,10
Investment_banking,Investment_banking,,1,6,7,1,6,7,7,0.303716,0.320899,0,9,1,6,0.5,10
Supply_chain_management,Supply_chain_management,,3,2,5,3,2,5,7,0.241209,0.249903,20.998756,9,1,6,0,10
Costume_design,Costume_design,,1,5,6,1,5,6,7,0.264535,0.276019,43.599468,13,1,6,0,3
Howards_End,Howards_End,,2,7,9,2,7,9,7,0.301951,0.319603,608.37714,0,1,6,0.25,3
Lighting_designer,Lighting_designer,,2,1,3,2,1,3,8,0.243996,0.2527,5.769114,13,1,6,0,3
Gossypium,Gossypium,,2,11,13,2,11,13,7,0.317388,0.338341,58.935205,6,1,6,0.212121,12
Coupling_%28railway%29,Coupling_%28railway%29,,2,23,25,2,23,25,7,0.328898,0.352535,9719.296671,6,1,6,0.151667,8
Lynton_and_Barnstaple_Railway,Lynton_and_Barnstaple_Railway,,3,11,14,3,11,14,7,0.305248,0.323888,4671.919684,0,1,6,0.189394,8
Montreal_Metro,Montreal_Metro,,2,9,11,2,9,11,7,0.292729,0.309347,54.857561,3,1,6,0.188889,8
Thor,Thor,,10,14,24,10,14,24,7,0.307214,0.325671,1680.582454,1,1,6,0.078571,14
Craters_of_the_Moon_National_Monument_and_Preserve,Craters_of_the_Moon_National_Monument_and_Preserve,,2,42,44,2,42,44,7,0.339048,0.364427,324.420897,7,1,6,0.096899,5
Odin,Odin,,14,15,29,14,15,29,7,0.302944,0.322213,1167.25068,1,1,6,0.078348,14
Creative_Commons,Creative_Commons,,4,7,11,4,7,11,7,0.296237,0.313344,2496.125412,13,1,6,0.208333,7
Mozilla_Firefox,Mozilla_Firefox,,15,16,31,15,16,31,7,0.297825,0.315447,4771.782667,13,1,6,0.150997,1
Wikinews,Wikinews,,3,13,16,3,13,16,7,0.290318,0.308273,130.388236,13,1,6,0.294872,1
Wikipedia,Wikipedia,,14,31,45,14,31,45,7,0.32445,0.347478,38756.259797,13,1,6,0.066127,1
Ichthyosaur,Ichthyosaur,,8,22,30,8,22,30,7,0.316077,0.336652,909.995189,2,1,6,0.155,12
Plesiosaur,Plesiosaur,,8,23,31,8,23,31,7,0.318485,0.338239,3995.288177,2,1,6,0.149573,12
Pachycephalosaurus,Pachycephalosaurus,,1,11,12,1,11,12,8,0.285714,0.301026,4.928084,2,1,6,0.310606,12
Pelagic_zone,Pelagic_zone,,6,5,11,6,5,11,8,0.269333,0.281835,335.46609,2,1,6,0.122222,5
Tuatara,Tuatara,,4,16,20,4,16,20,7,0.298351,0.314633,1363.227333,2,1,6,0.160131,12
Juvenile_delinquency,Juvenile_delinquency,,3,4,7,3,4,7,7,0.292877,0.309426,25.781953,9,1,6,0.190476,7
Crime_and_Punishment,Crime_and_Punishment,,5,34,39,5,34,39,7,0.316669,0.339714,581.808495,9,1,6,0.116667,3
Franz_Kafka,Franz_Kafka,,15,26,41,15,26,41,7,0.311678,0.332983,8828.572541,9,1,6,0.123529,11
The_Brothers_Karamazov,The_Brothers_Karamazov,,6,24,30,6,24,30,7,0.324061,0.346278,766.454069,9,1,6,0.123932,3
The_Waste_Land,The_Waste_Land,,9,15,24,9,15,24,7,0.306355,0.324978,627.126523,0,1,6,0.140693,3
Crime_in_Mexico,Crime_in_Mexico,,0,10,10,0,10,10,7,0.305807,0.32469,0,6,1,121,0.4,5
Crimean_Karaites,Crimean_Karaites,,1,25,26,1,25,26,7,0.325361,0.349246,17.334213,10,1,6,0.395,5
Mary_Seacole,Mary_Seacole,,1,31,32,1,31,32,7,0.331887,0.35649,4714.443799,0,1,6,0.150538,0
Crimson-collared_Tanager,Crimson-collared_Tanager,,0,7,7,0,7,7,8,0.280973,0.294763,0,2,1,122,0.238095,12
Cristero_War,Cristero_War,,0,7,7,0,7,7,7,0.30455,0.322925,0,3,1,124,0.285714,0
Knights_of_Columbus,Knights_of_Columbus,,1,44,45,1,44,45,7,0.339331,0.366632,272.187853,3,1,123,0.162626,14
Criticism_of_the_War_on_Terrorism,Criticism_of_the_War_on_Terrorism,,1,30,31,1,30,31,7,0.332732,0.357087,92.429799,9,1,126,0.176344,7
Jean_Charles_de_Menezes,Jean_Charles_de_Menezes,,1,16,17,1,16,17,7,0.325337,0.34752,23.286868,0,1,125,0.264706,0
Crohn%27s_disease,Crohn%27s_disease,,2,18,20,2,18,20,7,0.328925,0.351526,1772.864076,11,1,6,0.097368,12
Cross_Fell,Cross_Fell,,1,7,8,1,7,8,7,0.297913,0.314778,26.950955,0,1,6,0.261905,5
Lake_District,Lake_District,,7,31,38,7,31,38,7,0.335707,0.359818,14287.323504,0,1,6,0.075758,5
Pennine_Way,Pennine_Way,,2,9,11,2,9,11,6,0.313899,0.333169,4839.588494,0,1,6,0.277778,5
Crossbill,Crossbill,,0,12,12,0,12,12,7,0.312645,0.332315,0,2,1,127,0.234848,12
Rook_%28bird%29,Rook_%28bird%29,,2,21,23,2,21,23,7,0.316843,0.337881,179.134414,2,1,6,0.207792,12
Crown_Jewels_of_the_United_Kingdom,Crown_Jewels_of_the_United_Kingdom,,3,30,33,3,30,33,7,0.329835,0.353446,602.502317,0,1,6,0.18046,7
Siege_of_Antioch,Siege_of_Antioch,,1,16,17,1,16,17,7,0.306378,0.326032,18.793703,1,1,6,0.258333,0
Crystallographic_defects_in_diamond,Crystallographic_defects_in_diamond,,0,19,19,0,19,19,7,0.295575,0.313323,0,7,1,128,0.312865,12
Cuckmere_Haven,Cuckmere_Haven,,1,7,8,1,7,8,7,0.291424,0.307594,9.673776,7,1,6,0.285714,5
Meander,Meander,,6,3,9,6,3,9,7,0.270953,0.283369,1013.456006,7,1,6,0.190476,5
Oxbow_lake,Oxbow_lake,,3,9,12,3,9,12,7,0.311822,0.330959,5173.768812,7,1,6,0.277778,5
Cultural_diversity,Cultural_diversity,,1,5,6,1,5,6,7,0.284411,0.298417,20.333074,9,1,6,0.233333,7
Organization,Organization,,14,17,31,14,17,31,7,0.301592,0.319132,1148.503608,9,1,6,0.115385,10
Culture_of_the_Democratic_Republic_of_the_Congo,Culture_of_the_Democratic_Republic_of_the_Congo,,0,48,48,0,48,48,7,0.340613,0.367814,0,5,1,129,0.149823,5
Gadolinium,Gadolinium,,10,23,33,10,23,33,7,0.29811,0.317679,583.976065,7,1,6,0.255385,12
Cyclamen,Cyclamen,,0,17,17,0,17,17,7,0.311923,0.333242,0,11,1,130,0.180147,4
Cyclone_Percy,Cyclone_Percy,,0,10,10,0,10,10,7,0.294062,0.30958,0,11,1,132,0.322222,5
Pandanus,Pandanus,,2,12,14,2,12,14,7,0.305231,0.323898,257.260443,11,1,131,0.104396,12
Cyclone_Rosita,Cyclone_Rosita,,0,4,4,0,4,4,7,0.284322,0.298293,0,12,1,133,0.25,5
Cyril_Clarke,Cyril_Clarke,,0,6,6,0,6,6,7,0.299572,0.316823,0,0,1,134,0.6,11
Cyrus_K._Holliday,Cyrus_K._Holliday,,1,6,7,1,6,7,7,0.298521,0.315877,26.794343,3,1,135,0.4,11
Disneyland_Railroad,Disneyland_Railroad,,1,6,7,1,6,7,7,0.301651,0.318184,105.886523,3,1,135,0.166667,8
Cystic_fibrosis,Cystic_fibrosis,,7,20,27,7,20,27,7,0.321134,0.341967,860.520345,11,1,6,0.101538,12
Telecommunication,Telecommunication,,18,31,49,18,31,49,7,0.326041,0.350917,5142.558245,13,1,6,0.083092,8
Longship,Longship,,5,12,17,5,12,17,7,0.290797,0.307421,190.405321,10,1,6,0.214286,0
Polymerase_chain_reaction,Polymerase_chain_reaction,,8,14,22,8,14,22,7,0.299808,0.31666,920.472452,11,1,6,0.190476,12
Dad%27s_Army,Dad%27s_Army,,0,14,14,0,14,14,7,0.3075,0.326836,0,0,1,136,0.21978,4
Morecambe_and_Wise,Morecambe_and_Wise,,3,9,12,3,9,12,7,0.294579,0.310501,107.037792,0,1,6,0.190909,4
Daley_Thompson,Daley_Thompson,,0,6,6,0,6,6,7,0.297287,0.31511,0,10,1,137,0.366667,11
John_F._Kennedy_assassination,John_F._Kennedy_assassination,,8,19,27,8,19,27,7,0.309442,0.329936,4996.908987,3,1,6,0.217391,0
Damascus_steel,Damascus_steel,,2,20,22,2,20,22,7,0.312978,0.333568,126.450816,7,1,6,0.136842,8
Katana,Katana,,5,4,9,5,4,9,7,0.287681,0.303525,286.148941,10,1,6,0.196429,0
Pat_Cash,Pat_Cash,,3,15,18,3,15,18,7,0.310366,0.329895,88.835494,12,1,6,0.375,11
Dandelion,Dandelion,,7,21,28,7,21,28,7,0.329058,0.350872,3659.795663,11,1,6,0.12,12
Danny_Deever,Danny_Deever,,0,7,7,0,7,7,7,0.303336,0.32146,0,0,1,138,0.238095,3
Danske_Statsbaner,Danske_Statsbaner,,1,8,9,1,8,9,7,0.291865,0.308726,45.775842,10,1,6,0.160714,8
Rwandan_Genocide,Rwandan_Genocide,,13,47,60,13,47,60,7,0.348641,0.377309,3587.04544,5,1,6,0.176471,0
Darling_River,Darling_River,,3,6,9,3,6,9,7,0.295999,0.311323,46.309933,7,1,6,0.232143,5
Darmstadtium,Darmstadtium,,6,12,18,6,12,18,7,0.29741,0.315628,167.370461,7,1,6,0.32967,12
Meitnerium,Meitnerium,,6,12,18,6,12,18,7,0.284731,0.300678,48.477087,7,1,6,0.435897,12
Roentgenium,Roentgenium,,6,14,20,6,14,20,7,0.298703,0.317289,366.092189,7,1,6,0.380952,12
Natalie_Portman,Natalie_Portman,,5,31,36,5,31,36,7,0.333525,0.358073,7498.079859,13,1,6,0.163826,11
David_Attenborough,David_Attenborough,,3,36,39,3,36,39,7,0.335791,0.359917,937.810136,2,1,6,0.066856,11
David_Beckham,David_Beckham,,6,21,27,6,21,27,7,0.314996,0.336668,339.343764,0,1,6,0.185,11
David_Blanchflower,David_Blanchflower,,0,7,7,0,7,7,7,0.302815,0.320128,0,0,1,139,0.142857,11
David_Cameron,David_Cameron,,7,58,65,7,58,65,6,0.353598,0.383148,907.03103,0,1,6,0.173624,11
Stanley_Baldwin,Stanley_Baldwin,,9,14,23,9,14,23,7,0.30003,0.31915,144.408503,0,1,6,0.302381,11
David_Helvarg,David_Helvarg,,0,16,16,0,16,16,7,0.315613,0.336016,0,3,1,140,0.133333,11
David_Heymann,David_Heymann,,0,5,5,0,5,5,7,0.298184,0.315344,0,3,1,141,0.4,11
